X,Y
0.0,2.5254237288135593
0.0,2.5322033898305083
0.15151515151515152,2.535593220338983
0.15151515151515152,2.538983050847458
0.30303030303030304,2.545762711864407
0.30303030303030304,2.538983050847458
0.4545454545454546,2.552542372881356
0.6060606060606061,2.552542372881356
0.7575757575757576,2.5627118644067797
0.9090909090909092,2.5830508474576273
0.9090909090909092,2.5864406779661016
0.9090909090909092,2.5728813559322035
0.9090909090909092,2.576271186440678
1.0606060606060606,2.616949152542373
1.0606060606060606,2.610169491525424
1.0606060606060606,2.6
1.0606060606060606,2.5898305084745763
1.0606060606060606,2.5830508474576273
1.0606060606060606,2.606779661016949
1.2121212121212122,2.6508474576271186
1.2121212121212122,2.6440677966101696
1.2121212121212122,2.6372881355932205
1.2121212121212122,2.6542372881355933
1.2121212121212122,2.623728813559322
1.2121212121212122,2.613559322033898
1.2121212121212122,2.6305084745762715
1.3636363636363638,2.6847457627118643
1.3636363636363638,2.6779661016949152
1.3636363636363638,2.6677966101694914
1.3636363636363638,2.6610169491525424
1.3636363636363638,2.6542372881355933
1.3636363636363638,2.6474576271186443
1.3636363636363638,2.664406779661017
1.5151515151515151,2.6779661016949152
1.5151515151515151,2.6847457627118643
1.5151515151515151,2.694915254237288
1.5151515151515151,2.701694915254237
1.5151515151515151,2.688135593220339
1.5151515151515151,2.7152542372881356
1.5151515151515151,2.7220338983050847
1.6666666666666667,2.7525423728813556
1.6666666666666667,2.7457627118644066
1.6666666666666667,2.7559322033898304
1.6666666666666667,2.7423728813559323
1.6666666666666667,2.711864406779661
1.6666666666666667,2.7254237288135594
1.6666666666666667,2.71864406779661
1.6666666666666667,2.7322033898305085
1.8181818181818183,2.7491525423728813
1.8181818181818183,2.7525423728813556
1.8181818181818183,2.7796610169491522
1.8181818181818183,2.7457627118644066
1.8181818181818183,2.7559322033898304
1.8181818181818183,2.783050847457627
1.9696969696969697,2.789830508474576
1.9696969696969697,2.7864406779661017
1.9696969696969697,2.783050847457627
2.121212121212121,2.783050847457627
2.121212121212121,2.7796610169491522
2.272727272727273,2.766101694915254
2.4242424242424243,2.759322033898305
2.4242424242424243,2.766101694915254
2.4242424242424243,2.769491525423729
2.5757575757575757,2.7525423728813556
2.7272727272727275,2.7525423728813556
2.7272727272727275,2.7491525423728813
2.878787878787879,2.7389830508474575
2.878787878787879,2.7423728813559323
3.0303030303030303,2.7389830508474575
3.181818181818182,2.7389830508474575
3.3333333333333335,2.7389830508474575
3.484848484848485,2.7389830508474575
3.6363636363636367,2.7389830508474575
3.9393939393939394,2.7389830508474575
3.9393939393939394,2.7457627118644066
3.9393939393939394,2.7491525423728813
4.090909090909091,2.7627118644067794
4.090909090909091,2.7559322033898304
4.242424242424242,2.7627118644067794
4.242424242424242,2.769491525423729
