X,Y
-0.15151515151515152,5.580722891566265
-0.15151515151515152,5.583132530120482
0.0,5.585542168674698
0.0,5.580722891566265
0.0,5.6
0.0,5.595180722891566
0.15151515151515152,5.612195121951219
0.15151515151515152,5.5927710843373495
0.15151515151515152,5.6
0.15151515151515152,5.607317073170732
0.15151515151515152,5.602439024390243
0.30303030303030304,5.602439024390243
0.30303030303030304,5.607317073170732
0.30303030303030304,5.624390243902439
0.30303030303030304,5.6048780487804875
0.30303030303030304,5.6
0.30303030303030304,5.612195121951219
0.4545454545454546,5.636585365853659
0.4545454545454546,5.617073170731707
0.4545454545454546,5.639024390243902
0.4545454545454546,5.63170731707317
0.4545454545454546,5.619512195121951
0.6060606060606061,5.639024390243902
0.6060606060606061,5.6536585365853655
0.6060606060606061,5.641463414634146
0.6060606060606061,5.651219512195121
0.6060606060606061,5.634146341463414
0.6060606060606061,5.646341463414634
0.7575757575757576,5.648780487804878
0.7575757575757576,5.6536585365853655
0.7575757575757576,5.65609756097561
0.7575757575757576,5.6658536585365855
0.7575757575757576,5.658536585365853
0.9090909090909092,5.658536585365853
0.9090909090909092,5.668292682926829
0.9090909090909092,5.663414634146341
0.9090909090909092,5.660975609756097
1.0606060606060606,5.668292682926829
1.0606060606060606,5.660975609756097
1.2121212121212122,5.65609756097561
1.2121212121212122,5.651219512195121
1.2121212121212122,5.6536585365853655
1.3636363636363638,5.64390243902439
1.3636363636363638,5.646341463414634
1.5151515151515151,5.639024390243902
1.5151515151515151,5.648780487804878
1.6666666666666667,5.636585365853659
1.6666666666666667,5.63170731707317
1.6666666666666667,5.6292682926829265
1.8181818181818183,5.626829268292683
1.8181818181818183,5.6292682926829265
1.9696969696969697,5.639024390243902
1.9696969696969697,5.63170731707317
1.9696969696969697,5.651219512195121
1.9696969696969697,5.6536585365853655
1.9696969696969697,5.65609756097561
1.9696969696969697,5.626829268292683
1.9696969696969697,5.648780487804878
2.121212121212121,5.663414634146341
2.121212121212121,5.685365853658537
2.121212121212121,5.658536585365853
2.121212121212121,5.6658536585365855
2.121212121212121,5.639024390243902
2.121212121212121,5.651219512195121
2.121212121212121,5.673170731707317
2.121212121212121,5.668292682926829
2.121212121212121,5.64390243902439
2.121212121212121,5.682926829268292
2.272727272727273,5.670731707317072
2.272727272727273,5.682926829268292
2.272727272727273,5.704878048780488
2.272727272727273,5.709756097560975
2.272727272727273,5.675609756097561
2.272727272727273,5.7073170731707314
2.272727272727273,5.680487804878048
2.272727272727273,5.714634146341464
2.272727272727273,5.712195121951219
2.272727272727273,5.695121951219512
2.4242424242424243,5.717073170731707
2.4242424242424243,5.721951219512195
2.4242424242424243,5.7317073170731705
2.4242424242424243,5.702439024390244
2.4242424242424243,5.726829268292683
2.4242424242424243,5.736585365853658
2.4242424242424243,5.724390243902439
2.4242424242424243,5.734146341463415
2.4242424242424243,5.714634146341464
2.4242424242424243,5.709756097560975
2.5757575757575757,5.758536585365853
2.5757575757575757,5.751219512195122
2.5757575757575757,5.736585365853658
2.5757575757575757,5.7439024390243905
2.5757575757575757,5.7560975609756095
2.5757575757575757,5.724390243902439
2.5757575757575757,5.763414634146342
2.5757575757575757,5.7317073170731705
2.5757575757575757,5.741463414634146
2.5757575757575757,5.768292682926829
2.7272727272727275,5.773170731707317
2.7272727272727275,5.778048780487804
2.7272727272727275,5.768292682926829
2.7272727272727275,5.753658536585366
2.7272727272727275,5.765853658536585
2.7272727272727275,5.760975609756097
2.7272727272727275,5.780487804878049
2.7272727272727275,5.7560975609756095
2.7272727272727275,5.78780487804878
2.7272727272727275,5.763414634146342
2.7272727272727275,5.795121951219512
2.878787878787879,5.7926829268292686
2.878787878787879,5.782926829268293
2.878787878787879,5.807317073170731
2.878787878787879,5.804878048780488
2.878787878787879,5.780487804878049
2.878787878787879,5.8
2.878787878787879,5.790243902439024
3.0303030303030303,5.785365853658536
3.0303030303030303,5.807317073170731
3.0303030303030303,5.809756097560975
3.0303030303030303,5.78780487804878
3.0303030303030303,5.7926829268292686
3.0303030303030303,5.795121951219512
3.181818181818182,5.780487804878049
3.181818181818182,5.782926829268293
3.181818181818182,5.773170731707317
3.181818181818182,5.795121951219512
3.181818181818182,5.775609756097561
3.181818181818182,5.7926829268292686
3.3333333333333335,5.778048780487804
3.3333333333333335,5.768292682926829
3.3333333333333335,5.773170731707317
3.3333333333333335,5.7560975609756095
3.3333333333333335,5.760975609756097
3.3333333333333335,5.753658536585366
3.484848484848485,5.748780487804877
3.484848484848485,5.746341463414634
3.484848484848485,5.741463414634146
3.484848484848485,5.758536585365853
3.484848484848485,5.760975609756097
3.6363636363636367,5.736585365853658
3.6363636363636367,5.741463414634146
3.6363636363636367,5.748780487804877
3.6363636363636367,5.7439024390243905
3.6363636363636367,5.7317073170731705
3.787878787878788,5.714634146341464
3.787878787878788,5.717073170731707
3.787878787878788,5.724390243902439
3.787878787878788,5.712195121951219
3.787878787878788,5.7317073170731705
3.787878787878788,5.7073170731707314
3.9393939393939394,5.7073170731707314
3.9393939393939394,5.726829268292683
3.9393939393939394,5.704878048780488
3.9393939393939394,5.721951219512195
3.9393939393939394,5.712195121951219
4.090909090909091,5.724390243902439
4.090909090909091,5.739024390243902
4.090909090909091,5.726829268292683
4.090909090909091,5.741463414634146
4.090909090909091,5.736585365853658
4.090909090909091,5.7195121951219505
4.242424242424242,5.741463414634146
4.242424242424242,5.760975609756097
4.242424242424242,5.734146341463415
4.242424242424242,5.736585365853658
4.242424242424242,5.7560975609756095
4.242424242424242,5.746341463414634
4.242424242424242,5.7439024390243905
4.242424242424242,5.763414634146342
4.3939393939393945,5.763414634146342
4.3939393939393945,5.758536585365853
4.3939393939393945,5.780487804878049
4.3939393939393945,5.760975609756097
4.3939393939393945,5.775609756097561
4.3939393939393945,5.770731707317073
4.3939393939393945,5.778048780487804
4.545454545454546,5.773170731707317
4.545454545454546,5.802439024390244
4.545454545454546,5.782926829268293
4.545454545454546,5.770731707317073
4.545454545454546,5.795121951219512
4.545454545454546,5.785365853658536
4.545454545454546,5.804878048780488
4.696969696969697,5.824390243902439
4.696969696969697,5.795121951219512
4.696969696969697,5.7975609756097555
4.696969696969697,5.809756097560975
4.696969696969697,5.814634146341463
4.696969696969697,5.8
4.696969696969697,5.817073170731707
4.848484848484849,5.804878048780488
4.848484848484849,5.836585365853658
4.848484848484849,5.81219512195122
4.848484848484849,5.831707317073171
4.848484848484849,5.821951219512195
4.848484848484849,5.814634146341463
4.848484848484849,5.817073170731707
5.0,5.829268292682927
5.0,5.804878048780488
5.0,5.809756097560975
5.0,5.780487804878049
5.0,5.821951219512195
5.0,5.8
5.0,5.807317073170731
5.0,5.795121951219512
5.0,5.7926829268292686
5.0,5.8341463414634145
5.0,5.819512195121951
5.0,5.782926829268293
5.0,5.785365853658536
5.151515151515151,5.807317073170731
5.151515151515151,5.768292682926829
5.151515151515151,5.753658536585366
5.151515151515151,5.775609756097561
5.151515151515151,5.758536585365853
5.151515151515151,5.802439024390244
5.151515151515151,5.773170731707317
5.151515151515151,5.790243902439024
5.151515151515151,5.770731707317073
5.151515151515151,5.7439024390243905
5.151515151515151,5.804878048780488
5.151515151515151,5.741463414634146
5.151515151515151,5.778048780487804
5.151515151515151,5.7926829268292686
5.151515151515151,5.8
5.303030303030303,5.704878048780488
5.303030303030303,5.765853658536585
5.303030303030303,5.699999999999999
5.303030303030303,5.763414634146342
5.303030303030303,5.726829268292683
5.303030303030303,5.746341463414634
5.303030303030303,5.7195121951219505
5.303030303030303,5.753658536585366
5.303030303030303,5.751219512195122
5.303030303030303,5.758536585365853
5.303030303030303,5.741463414634146
5.303030303030303,5.7439024390243905
5.303030303030303,5.734146341463415
5.303030303030303,5.748780487804877
5.454545454545455,5.678048780487805
5.454545454545455,5.709756097560975
5.454545454545455,5.673170731707317
5.454545454545455,5.7195121951219505
5.454545454545455,5.685365853658537
5.454545454545455,5.699999999999999
5.454545454545455,5.660975609756097
5.454545454545455,5.726829268292683
5.454545454545455,5.717073170731707
5.454545454545455,5.702439024390244
